Sr. No,Image name,Detected Categories,Cleaned Image Path
2271,35084.png,"['person', 'person', 'person', 'person', 'chair']",/content/cleaned_images_with_text_removal/35084.png
2272,96231.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/96231.png
2273,93578.png,[],/content/cleaned_images_with_text_removal/93578.png
2274,16827.png,['clock'],/content/cleaned_images_with_text_removal/16827.png
2275,59028.png,"['person', 'person']",/content/cleaned_images_with_text_removal/59028.png
2276,73984.png,['person'],/content/cleaned_images_with_text_removal/73984.png
2277,76581.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/76581.png
2278,85601.png,"['chair', 'potted plant', 'chair']",/content/cleaned_images_with_text_removal/85601.png
2279,76259.png,['dog'],/content/cleaned_images_with_text_removal/76259.png
2280,68193.png,['person'],/content/cleaned_images_with_text_removal/68193.png
2281,10963.png,[],/content/cleaned_images_with_text_removal/10963.png
2282,75894.png,['dog'],/content/cleaned_images_with_text_removal/75894.png
2283,46013.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/46013.png
2284,53187.png,[],/content/cleaned_images_with_text_removal/53187.png
2285,10634.png,['cell phone'],/content/cleaned_images_with_text_removal/10634.png
2286,08621.png,['tie'],/content/cleaned_images_with_text_removal/08621.png
2287,56912.png,[],/content/cleaned_images_with_text_removal/56912.png
2288,64520.png,['person'],/content/cleaned_images_with_text_removal/64520.png
2289,46870.png,[],/content/cleaned_images_with_text_removal/46870.png
2290,78321.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'skateboard', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/78321.png
2291,72091.png,[],/content/cleaned_images_with_text_removal/72091.png
2292,63289.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/63289.png
2293,03567.png,[],/content/cleaned_images_with_text_removal/03567.png
2294,46215.png,"['cup', 'cup', 'person', 'cup', 'person']",/content/cleaned_images_with_text_removal/46215.png
2295,25739.png,"['person', 'person']",/content/cleaned_images_with_text_removal/25739.png
2296,97562.png,"['bowl', 'bottle', 'person', 'bottle']",/content/cleaned_images_with_text_removal/97562.png
2297,56018.png,['person'],/content/cleaned_images_with_text_removal/56018.png
2298,27681.png,[],/content/cleaned_images_with_text_removal/27681.png
2299,95048.png,['person'],/content/cleaned_images_with_text_removal/95048.png
2300,10329.png,"['person', 'horse']",/content/cleaned_images_with_text_removal/10329.png
2301,57864.png,[],/content/cleaned_images_with_text_removal/57864.png
2302,54219.png,['person'],/content/cleaned_images_with_text_removal/54219.png
2303,85690.png,['tie'],/content/cleaned_images_with_text_removal/85690.png
2304,47265.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/47265.png
2305,85204.png,[],/content/cleaned_images_with_text_removal/85204.png
2306,19304.png,"['person', 'chair', 'dining table']",/content/cleaned_images_with_text_removal/19304.png
2307,08134.png,['person'],/content/cleaned_images_with_text_removal/08134.png
2308,75046.png,['person'],/content/cleaned_images_with_text_removal/75046.png
2309,81975.png,['person'],/content/cleaned_images_with_text_removal/81975.png
2310,97142.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/97142.png
2311,80436.png,[],/content/cleaned_images_with_text_removal/80436.png
2312,30489.png,[],/content/cleaned_images_with_text_removal/30489.png
2313,08495.png,[],/content/cleaned_images_with_text_removal/08495.png
2314,35487.png,"['horse', 'person']",/content/cleaned_images_with_text_removal/35487.png
2315,40259.png,[],/content/cleaned_images_with_text_removal/40259.png
2316,28067.png,[],/content/cleaned_images_with_text_removal/28067.png
2317,20936.png,['cell phone'],/content/cleaned_images_with_text_removal/20936.png
2318,72310.png,['dog'],/content/cleaned_images_with_text_removal/72310.png
2319,12958.png,"['person', 'person', 'backpack', 'person']",/content/cleaned_images_with_text_removal/12958.png
2320,70148.png,['dog'],/content/cleaned_images_with_text_removal/70148.png
2321,35478.png,['person'],/content/cleaned_images_with_text_removal/35478.png
2322,49126.png,[],/content/cleaned_images_with_text_removal/49126.png
2323,59812.png,['person'],/content/cleaned_images_with_text_removal/59812.png
2324,69487.png,"['person', 'tie', 'person', 'tie']",/content/cleaned_images_with_text_removal/69487.png
2325,68529.png,['person'],/content/cleaned_images_with_text_removal/68529.png
2326,53184.png,['person'],/content/cleaned_images_with_text_removal/53184.png
2327,15738.png,['person'],/content/cleaned_images_with_text_removal/15738.png
2328,87923.png,"['cell phone', 'person']",/content/cleaned_images_with_text_removal/87923.png
2329,45960.png,[],/content/cleaned_images_with_text_removal/45960.png
2330,23047.png,['person'],/content/cleaned_images_with_text_removal/23047.png
2331,14650.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/14650.png
2332,80945.png,['person'],/content/cleaned_images_with_text_removal/80945.png
2333,64978.png,['person'],/content/cleaned_images_with_text_removal/64978.png
2334,27908.png,"['car', 'car']",/content/cleaned_images_with_text_removal/27908.png
2335,06985.png,['bird'],/content/cleaned_images_with_text_removal/06985.png
2336,60741.png,['person'],/content/cleaned_images_with_text_removal/60741.png
2337,58976.png,['person'],/content/cleaned_images_with_text_removal/58976.png
2338,69410.png,"['person', 'person']",/content/cleaned_images_with_text_removal/69410.png
2339,26095.png,['person'],/content/cleaned_images_with_text_removal/26095.png
2340,48517.png,['person'],/content/cleaned_images_with_text_removal/48517.png
2341,34708.png,['person'],/content/cleaned_images_with_text_removal/34708.png
2342,67548.png,['person'],/content/cleaned_images_with_text_removal/67548.png
2343,96513.png,['truck'],/content/cleaned_images_with_text_removal/96513.png
2344,05791.png,[],/content/cleaned_images_with_text_removal/05791.png
2345,47208.png,['person'],/content/cleaned_images_with_text_removal/47208.png
2346,13287.png,['person'],/content/cleaned_images_with_text_removal/13287.png
2347,93051.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/93051.png
2348,30815.png,"['person', 'person', 'backpack', 'person']",/content/cleaned_images_with_text_removal/30815.png
2349,86405.png,['person'],/content/cleaned_images_with_text_removal/86405.png
2350,76320.png,['person'],/content/cleaned_images_with_text_removal/76320.png
2351,45062.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/45062.png
2352,69042.png,['person'],/content/cleaned_images_with_text_removal/69042.png
2353,60592.png,['person'],/content/cleaned_images_with_text_removal/60592.png
2354,74183.png,[],/content/cleaned_images_with_text_removal/74183.png
2355,24018.png,"['person', 'person']",/content/cleaned_images_with_text_removal/24018.png
2356,47693.png,"['tie', 'tie']",/content/cleaned_images_with_text_removal/47693.png
2357,54130.png,"['person', 'person']",/content/cleaned_images_with_text_removal/54130.png
2358,54817.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/54817.png
2359,65814.png,['person'],/content/cleaned_images_with_text_removal/65814.png
2360,30942.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/30942.png
2361,59641.png,"['car', 'car']",/content/cleaned_images_with_text_removal/59641.png
2362,70495.png,['person'],/content/cleaned_images_with_text_removal/70495.png
2363,67852.png,"['person', 'person', 'cell phone']",/content/cleaned_images_with_text_removal/67852.png
2364,54782.png,['person'],/content/cleaned_images_with_text_removal/54782.png
2365,43612.png,"['person', 'person']",/content/cleaned_images_with_text_removal/43612.png
2366,39547.png,"['tie', 'person', 'person']",/content/cleaned_images_with_text_removal/39547.png
2367,73465.png,"['bird', 'bird']",/content/cleaned_images_with_text_removal/73465.png
2368,81546.png,['person'],/content/cleaned_images_with_text_removal/81546.png
2369,15649.png,[],/content/cleaned_images_with_text_removal/15649.png
2370,62457.png,['person'],/content/cleaned_images_with_text_removal/62457.png
2371,54708.png,"['sports ball', 'person']",/content/cleaned_images_with_text_removal/54708.png
2372,19247.png,['person'],/content/cleaned_images_with_text_removal/19247.png
2373,14762.png,['person'],/content/cleaned_images_with_text_removal/14762.png
2374,49205.png,['person'],/content/cleaned_images_with_text_removal/49205.png
2375,83295.png,['person'],/content/cleaned_images_with_text_removal/83295.png
2376,10852.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/10852.png
2377,87520.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/87520.png
2378,35247.png,[],/content/cleaned_images_with_text_removal/35247.png
2379,59873.png,['kite'],/content/cleaned_images_with_text_removal/59873.png
2380,48125.png,"['person', 'cell phone', 'person']",/content/cleaned_images_with_text_removal/48125.png
2381,08934.png,['person'],/content/cleaned_images_with_text_removal/08934.png
2382,98657.png,['person'],/content/cleaned_images_with_text_removal/98657.png
2383,38491.png,"['cat', 'cat', 'cat', 'cat', 'cat']",/content/cleaned_images_with_text_removal/38491.png
2384,36174.png,[],/content/cleaned_images_with_text_removal/36174.png
2385,15824.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/15824.png
2386,58621.png,['person'],/content/cleaned_images_with_text_removal/58621.png
2387,54971.png,[],/content/cleaned_images_with_text_removal/54971.png
2388,08439.png,[],/content/cleaned_images_with_text_removal/08439.png
2389,21637.png,"['person', 'chair']",/content/cleaned_images_with_text_removal/21637.png
2390,19543.png,[],/content/cleaned_images_with_text_removal/19543.png
2391,21978.png,['dog'],/content/cleaned_images_with_text_removal/21978.png
2392,80524.png,['person'],/content/cleaned_images_with_text_removal/80524.png
2393,52986.png,['person'],/content/cleaned_images_with_text_removal/52986.png
2394,42685.png,[],/content/cleaned_images_with_text_removal/42685.png
2395,69842.png,"['person', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'person', 'person']",/content/cleaned_images_with_text_removal/69842.png
2396,89136.png,['person'],/content/cleaned_images_with_text_removal/89136.png
2397,13259.png,['person'],/content/cleaned_images_with_text_removal/13259.png
2398,79641.png,['person'],/content/cleaned_images_with_text_removal/79641.png
2399,34927.png,[],/content/cleaned_images_with_text_removal/34927.png
2400,89251.png,[],/content/cleaned_images_with_text_removal/89251.png
2401,27914.png,['person'],/content/cleaned_images_with_text_removal/27914.png
2402,37256.png,[],/content/cleaned_images_with_text_removal/37256.png
2403,72584.png,"['person', 'cell phone']",/content/cleaned_images_with_text_removal/72584.png
2404,60913.png,[],/content/cleaned_images_with_text_removal/60913.png
2405,40573.png,['person'],/content/cleaned_images_with_text_removal/40573.png
2406,29483.png,"['horse', 'horse', 'horse', 'person']",/content/cleaned_images_with_text_removal/29483.png
2407,17248.png,['person'],/content/cleaned_images_with_text_removal/17248.png
2408,75680.png,[],/content/cleaned_images_with_text_removal/75680.png
2409,41503.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/41503.png
2410,63174.png,['person'],/content/cleaned_images_with_text_removal/63174.png
2411,95130.png,['person'],/content/cleaned_images_with_text_removal/95130.png
2412,05349.png,['person'],/content/cleaned_images_with_text_removal/05349.png
2413,29308.png,[],/content/cleaned_images_with_text_removal/29308.png
2414,59701.png,[],/content/cleaned_images_with_text_removal/59701.png
2415,34978.png,"['person', 'dog']",/content/cleaned_images_with_text_removal/34978.png
2416,91208.png,['person'],/content/cleaned_images_with_text_removal/91208.png
2417,17849.png,"['stop sign', 'stop sign', 'stop sign', 'stop sign']",/content/cleaned_images_with_text_removal/17849.png
2418,72409.png,"['bird', 'bird', 'bird', 'bird', 'bird']",/content/cleaned_images_with_text_removal/72409.png
2419,10956.png,['person'],/content/cleaned_images_with_text_removal/10956.png
2420,68192.png,['person'],/content/cleaned_images_with_text_removal/68192.png
2421,32876.png,[],/content/cleaned_images_with_text_removal/32876.png
2422,38742.png,['person'],/content/cleaned_images_with_text_removal/38742.png
2423,26348.png,['person'],/content/cleaned_images_with_text_removal/26348.png
2424,28317.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/28317.png
2425,89435.png,"['person', 'person']",/content/cleaned_images_with_text_removal/89435.png
2426,96071.png,"['person', 'potted plant', 'person', 'person']",/content/cleaned_images_with_text_removal/96071.png
2427,63458.png,[],/content/cleaned_images_with_text_removal/63458.png
2428,63714.png,['tie'],/content/cleaned_images_with_text_removal/63714.png
2429,24537.png,"['person', 'baseball glove', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/24537.png
2430,87504.png,['tie'],/content/cleaned_images_with_text_removal/87504.png
2431,56307.png,['person'],/content/cleaned_images_with_text_removal/56307.png
2432,32649.png,[],/content/cleaned_images_with_text_removal/32649.png
2433,87902.png,['person'],/content/cleaned_images_with_text_removal/87902.png
2434,75310.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/75310.png
2435,69057.png,"['person', 'clock', 'tie']",/content/cleaned_images_with_text_removal/69057.png
2436,50741.png,"['cup', 'person', 'person']",/content/cleaned_images_with_text_removal/50741.png
2437,52483.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/52483.png
2438,86490.png,[],/content/cleaned_images_with_text_removal/86490.png
2439,42376.png,['person'],/content/cleaned_images_with_text_removal/42376.png
2440,92853.png,[],/content/cleaned_images_with_text_removal/92853.png
2441,87510.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/87510.png
2442,92056.png,[],/content/cleaned_images_with_text_removal/92056.png
2443,10793.png,"['person', 'sheep', 'sheep', 'sheep', 'person', 'person', 'sheep', 'sheep']",/content/cleaned_images_with_text_removal/10793.png
2444,59268.png,['person'],/content/cleaned_images_with_text_removal/59268.png
2445,37095.png,['person'],/content/cleaned_images_with_text_removal/37095.png
2446,87190.png,['person'],/content/cleaned_images_with_text_removal/87190.png
2447,80126.png,[],/content/cleaned_images_with_text_removal/80126.png
2448,51368.png,[],/content/cleaned_images_with_text_removal/51368.png
2449,01794.png,['person'],/content/cleaned_images_with_text_removal/01794.png
2450,75319.png,[],/content/cleaned_images_with_text_removal/75319.png
2451,91562.png,"['person', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'person', 'person', 'sheep']",/content/cleaned_images_with_text_removal/91562.png
2452,43820.png,"['person', 'handbag']",/content/cleaned_images_with_text_removal/43820.png
2453,34152.png,"['person', 'person']",/content/cleaned_images_with_text_removal/34152.png
2454,78564.png,"['bowl', 'microwave', 'bowl', 'person', 'oven', 'knife']",/content/cleaned_images_with_text_removal/78564.png
2455,90864.png,['person'],/content/cleaned_images_with_text_removal/90864.png
2456,18054.png,['bed'],/content/cleaned_images_with_text_removal/18054.png
2457,82450.png,"['bear', 'sheep']",/content/cleaned_images_with_text_removal/82450.png
2458,42961.png,[],/content/cleaned_images_with_text_removal/42961.png
2459,16054.png,[],/content/cleaned_images_with_text_removal/16054.png
2460,46509.png,[],/content/cleaned_images_with_text_removal/46509.png
2461,05917.png,[],/content/cleaned_images_with_text_removal/05917.png
2462,70843.png,['person'],/content/cleaned_images_with_text_removal/70843.png
2463,42510.png,['person'],/content/cleaned_images_with_text_removal/42510.png
2464,36842.png,[],/content/cleaned_images_with_text_removal/36842.png
2465,04923.png,[],/content/cleaned_images_with_text_removal/04923.png
2466,07248.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/07248.png
2467,72514.png,[],/content/cleaned_images_with_text_removal/72514.png
2468,50348.png,[],/content/cleaned_images_with_text_removal/50348.png
2469,75396.png,[],/content/cleaned_images_with_text_removal/75396.png
2470,74630.png,['person'],/content/cleaned_images_with_text_removal/74630.png
2471,69253.png,[],/content/cleaned_images_with_text_removal/69253.png
2472,52796.png,[],/content/cleaned_images_with_text_removal/52796.png
2473,49185.png,"['person', 'person']",/content/cleaned_images_with_text_removal/49185.png
2474,35614.png,[],/content/cleaned_images_with_text_removal/35614.png
2475,18407.png,[],/content/cleaned_images_with_text_removal/18407.png
2476,70346.png,[],/content/cleaned_images_with_text_removal/70346.png
2477,08452.png,['person'],/content/cleaned_images_with_text_removal/08452.png
2478,43596.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/43596.png
2479,46315.png,['tv'],/content/cleaned_images_with_text_removal/46315.png
2480,43819.png,[],/content/cleaned_images_with_text_removal/43819.png
2481,67531.png,['person'],/content/cleaned_images_with_text_removal/67531.png
2482,68592.png,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'carrot']",/content/cleaned_images_with_text_removal/68592.png
2483,86175.png,['person'],/content/cleaned_images_with_text_removal/86175.png
2484,67809.png,[],/content/cleaned_images_with_text_removal/67809.png
2485,95081.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/95081.png
2486,23510.png,"['person', 'person']",/content/cleaned_images_with_text_removal/23510.png
2487,69702.png,[],/content/cleaned_images_with_text_removal/69702.png
2488,03642.png,"['person', 'horse', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/03642.png
2489,98163.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/98163.png
2490,85243.png,[],/content/cleaned_images_with_text_removal/85243.png
2491,16438.png,[],/content/cleaned_images_with_text_removal/16438.png
2492,35910.png,"['person', 'tennis racket']",/content/cleaned_images_with_text_removal/35910.png
2493,80653.png,"['person', 'clock']",/content/cleaned_images_with_text_removal/80653.png
2494,74583.png,"['person', 'person', 'person', 'person', 'tie', 'tie']",/content/cleaned_images_with_text_removal/74583.png
2495,67849.png,['person'],/content/cleaned_images_with_text_removal/67849.png
2496,25061.png,[],/content/cleaned_images_with_text_removal/25061.png
2497,60718.png,"['person', 'person', 'bowl', 'bottle']",/content/cleaned_images_with_text_removal/60718.png
2498,05918.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/05918.png
2499,93254.png,['person'],/content/cleaned_images_with_text_removal/93254.png
2500,86923.png,['person'],/content/cleaned_images_with_text_removal/86923.png
2501,76498.png,[],/content/cleaned_images_with_text_removal/76498.png
2502,49580.png,[],/content/cleaned_images_with_text_removal/49580.png
2503,51694.png,['person'],/content/cleaned_images_with_text_removal/51694.png
2504,81096.png,['apple'],/content/cleaned_images_with_text_removal/81096.png
2505,03281.png,[],/content/cleaned_images_with_text_removal/03281.png
2506,71920.png,"['cell phone', 'person']",/content/cleaned_images_with_text_removal/71920.png
2507,62378.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'car', 'person']",/content/cleaned_images_with_text_removal/62378.png
2508,43218.png,[],/content/cleaned_images_with_text_removal/43218.png
2509,06589.png,[],/content/cleaned_images_with_text_removal/06589.png
2510,59482.png,[],/content/cleaned_images_with_text_removal/59482.png
2511,32480.png,[],/content/cleaned_images_with_text_removal/32480.png
2512,21647.png,['person'],/content/cleaned_images_with_text_removal/21647.png
2513,81940.png,['person'],/content/cleaned_images_with_text_removal/81940.png
2514,14602.png,"['person', 'person']",/content/cleaned_images_with_text_removal/14602.png
2515,30497.png,['person'],/content/cleaned_images_with_text_removal/30497.png
2516,26357.png,[],/content/cleaned_images_with_text_removal/26357.png
2517,07392.png,"['person', 'person']",/content/cleaned_images_with_text_removal/07392.png
2518,91356.png,[],/content/cleaned_images_with_text_removal/91356.png
2519,54720.png,[],/content/cleaned_images_with_text_removal/54720.png
2520,21938.png,['cow'],/content/cleaned_images_with_text_removal/21938.png
2521,08716.png,"['person', 'person', 'tie']",/content/cleaned_images_with_text_removal/08716.png
2522,71480.png,['bird'],/content/cleaned_images_with_text_removal/71480.png
2523,92417.png,['person'],/content/cleaned_images_with_text_removal/92417.png
2524,18294.png,[],/content/cleaned_images_with_text_removal/18294.png
2525,16784.png,"['cat', 'sheep']",/content/cleaned_images_with_text_removal/16784.png
2526,61792.png,[],/content/cleaned_images_with_text_removal/61792.png
2527,48175.png,['person'],/content/cleaned_images_with_text_removal/48175.png
2528,25493.png,[],/content/cleaned_images_with_text_removal/25493.png
2529,80429.png,"['car', 'car', 'car', 'car', 'person', 'person', 'horse', 'person']",/content/cleaned_images_with_text_removal/80429.png
2530,86071.png,"['person', 'person', 'chair']",/content/cleaned_images_with_text_removal/86071.png
2531,46152.png,[],/content/cleaned_images_with_text_removal/46152.png
2532,29310.png,[],/content/cleaned_images_with_text_removal/29310.png
2533,14657.png,[],/content/cleaned_images_with_text_removal/14657.png
2534,70146.png,[],/content/cleaned_images_with_text_removal/70146.png
2535,31097.png,[],/content/cleaned_images_with_text_removal/31097.png
2536,20685.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/20685.png
2537,13506.png,['person'],/content/cleaned_images_with_text_removal/13506.png
2538,38460.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/38460.png
2539,86271.png,[],/content/cleaned_images_with_text_removal/86271.png
2540,24580.png,[],/content/cleaned_images_with_text_removal/24580.png
2541,30216.png,[],/content/cleaned_images_with_text_removal/30216.png
2542,71524.png,[],/content/cleaned_images_with_text_removal/71524.png
2543,04582.png,[],/content/cleaned_images_with_text_removal/04582.png
2544,75098.png,"['chair', 'tie']",/content/cleaned_images_with_text_removal/75098.png
2545,05213.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/05213.png
2546,98245.png,[],/content/cleaned_images_with_text_removal/98245.png
2547,52416.png,['person'],/content/cleaned_images_with_text_removal/52416.png
2548,03285.png,[],/content/cleaned_images_with_text_removal/03285.png
2549,03279.png,['person'],/content/cleaned_images_with_text_removal/03279.png
2550,91308.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/91308.png
2551,73956.png,"['cup', 'person', 'cup', 'person']",/content/cleaned_images_with_text_removal/73956.png
2552,51367.png,['person'],/content/cleaned_images_with_text_removal/51367.png
2553,83964.png,['person'],/content/cleaned_images_with_text_removal/83964.png
2554,26438.png,"['person', 'person', 'person', 'sports ball', 'person', 'person', 'person', 'person', 'person', 'tennis racket']",/content/cleaned_images_with_text_removal/26438.png
2555,03145.png,[],/content/cleaned_images_with_text_removal/03145.png
2556,57401.png,[],/content/cleaned_images_with_text_removal/57401.png
2557,50273.png,"['cup', 'person']",/content/cleaned_images_with_text_removal/50273.png
2558,03528.png,[],/content/cleaned_images_with_text_removal/03528.png
2559,43198.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/43198.png
2560,91468.png,['person'],/content/cleaned_images_with_text_removal/91468.png
2561,06824.png,[],/content/cleaned_images_with_text_removal/06824.png
2562,01836.png,[],/content/cleaned_images_with_text_removal/01836.png
2563,61823.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/61823.png
2564,35048.png,[],/content/cleaned_images_with_text_removal/35048.png
2565,51348.png,[],/content/cleaned_images_with_text_removal/51348.png
2566,96342.png,[],/content/cleaned_images_with_text_removal/96342.png
2567,17493.png,"['person', 'person']",/content/cleaned_images_with_text_removal/17493.png
2568,58971.png,['person'],/content/cleaned_images_with_text_removal/58971.png
2569,75016.png,['person'],/content/cleaned_images_with_text_removal/75016.png
2570,51243.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/51243.png
2571,56081.png,['cat'],/content/cleaned_images_with_text_removal/56081.png
2572,04273.png,['person'],/content/cleaned_images_with_text_removal/04273.png
2573,35041.png,"['car', 'car']",/content/cleaned_images_with_text_removal/35041.png
2574,03495.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/03495.png
2575,74609.png,[],/content/cleaned_images_with_text_removal/74609.png
2576,27480.png,['person'],/content/cleaned_images_with_text_removal/27480.png
2577,26014.png,[],/content/cleaned_images_with_text_removal/26014.png
2578,30629.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/30629.png
2579,14975.png,[],/content/cleaned_images_with_text_removal/14975.png
2580,63524.png,[],/content/cleaned_images_with_text_removal/63524.png
2581,30256.png,[],/content/cleaned_images_with_text_removal/30256.png
2582,09238.png,['person'],/content/cleaned_images_with_text_removal/09238.png
2583,41268.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/41268.png
2584,01349.png,[],/content/cleaned_images_with_text_removal/01349.png
2585,50816.png,['person'],/content/cleaned_images_with_text_removal/50816.png
2586,82473.png,['person'],/content/cleaned_images_with_text_removal/82473.png
2587,15942.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/15942.png
2588,12358.png,['person'],/content/cleaned_images_with_text_removal/12358.png
2589,68179.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/68179.png
2590,84361.png,"['tie', 'person', 'person']",/content/cleaned_images_with_text_removal/84361.png
2591,34625.png,[],/content/cleaned_images_with_text_removal/34625.png
2592,19873.png,"['person', 'person']",/content/cleaned_images_with_text_removal/19873.png
2593,54731.png,['person'],/content/cleaned_images_with_text_removal/54731.png
2594,97153.png,['person'],/content/cleaned_images_with_text_removal/97153.png
2595,12376.png,"['tie', 'person', 'clock']",/content/cleaned_images_with_text_removal/12376.png
2596,94563.png,"['person', 'person']",/content/cleaned_images_with_text_removal/94563.png
2597,79325.png,[],/content/cleaned_images_with_text_removal/79325.png
2598,45938.png,['person'],/content/cleaned_images_with_text_removal/45938.png
2599,14523.png,[],/content/cleaned_images_with_text_removal/14523.png
2600,70842.png,"['person', 'person']",/content/cleaned_images_with_text_removal/70842.png
2601,82973.png,[],/content/cleaned_images_with_text_removal/82973.png
2602,04892.png,"['person', 'person']",/content/cleaned_images_with_text_removal/04892.png
2603,71560.png,[],/content/cleaned_images_with_text_removal/71560.png
2604,62934.png,['person'],/content/cleaned_images_with_text_removal/62934.png
2605,56830.png,[],/content/cleaned_images_with_text_removal/56830.png
2606,87260.png,[],/content/cleaned_images_with_text_removal/87260.png
2607,92814.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/92814.png
2608,64198.png,['person'],/content/cleaned_images_with_text_removal/64198.png
2609,56138.png,[],/content/cleaned_images_with_text_removal/56138.png
2610,85614.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/85614.png
2611,53017.png,"['person', 'person']",/content/cleaned_images_with_text_removal/53017.png
2612,32704.png,"['person', 'person', 'person', 'potted plant', 'vase', 'person']",/content/cleaned_images_with_text_removal/32704.png
2613,34715.png,['person'],/content/cleaned_images_with_text_removal/34715.png
2614,45270.png,[],/content/cleaned_images_with_text_removal/45270.png
2615,79581.png,"['person', 'person']",/content/cleaned_images_with_text_removal/79581.png
2616,80197.png,"['person', 'person', 'person', 'tie', 'person']",/content/cleaned_images_with_text_removal/80197.png
2617,75269.png,"['person', 'car']",/content/cleaned_images_with_text_removal/75269.png
2618,73206.png,[],/content/cleaned_images_with_text_removal/73206.png
2619,14037.png,[],/content/cleaned_images_with_text_removal/14037.png
2620,08534.png,['person'],/content/cleaned_images_with_text_removal/08534.png
2621,04785.png,[],/content/cleaned_images_with_text_removal/04785.png
2622,52748.png,['person'],/content/cleaned_images_with_text_removal/52748.png
2623,93024.png,"['person', 'person']",/content/cleaned_images_with_text_removal/93024.png
2624,81273.png,[],/content/cleaned_images_with_text_removal/81273.png
2625,32974.png,"['person', 'potted plant']",/content/cleaned_images_with_text_removal/32974.png
2626,48792.png,['person'],/content/cleaned_images_with_text_removal/48792.png
2627,20165.png,['person'],/content/cleaned_images_with_text_removal/20165.png
2628,69427.png,[],/content/cleaned_images_with_text_removal/69427.png
2629,79258.png,[],/content/cleaned_images_with_text_removal/79258.png
2630,93045.png,['person'],/content/cleaned_images_with_text_removal/93045.png
2631,70426.png,['person'],/content/cleaned_images_with_text_removal/70426.png
2632,13476.png,[],/content/cleaned_images_with_text_removal/13476.png
2633,71462.png,[],/content/cleaned_images_with_text_removal/71462.png
2634,83650.png,['person'],/content/cleaned_images_with_text_removal/83650.png
2635,08345.png,['person'],/content/cleaned_images_with_text_removal/08345.png
2636,21450.png,['bowl'],/content/cleaned_images_with_text_removal/21450.png
2637,72506.png,"['cow', 'cow']",/content/cleaned_images_with_text_removal/72506.png
2638,76104.png,[],/content/cleaned_images_with_text_removal/76104.png
2639,95637.png,"['person', 'potted plant', 'person']",/content/cleaned_images_with_text_removal/95637.png
